species,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-20,20,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-17,17,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-16,16,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-14,14,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-15,15,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-13,13,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-03,3,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-02,2,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-30,30,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-12-01,1,12,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-24,24,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-22,22,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-23,23,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-12,12,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81,144.97,2010-11-16,16,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-11-17,17,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-05,5,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-11,11,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-09,9,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-08,8,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-03,3,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-11-04,4,11,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-28,28,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81,144.97,2010-10-26,26,10,2010
Gymnorhina tibicen,Melbourne - Southern Cross,1,-37.81,144.95,2010-10-25,25,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-27,27,10,2010
Gymnorhina tibicen,westgate park,,-37.83,144.91,2010-08-27,27,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-21,21,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-20,20,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-11,11,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-18,18,10,2010
Gymnorhina tibicen,University of Melbourne,,-37.79,144.96,2010-09-24,24,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-07,7,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-04,4,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-08,8,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-10-06,6,10,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-29,29,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-09-28,28,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-24,24,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-22,22,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-23,23,9,2010
Gymnorhina tibicen,Fitzroy Gardens,,-37.81,144.98,2010-09-18,18,9,2010
Gymnorhina tibicen,National Gallery of Victoria,,-37.82,144.96,2010-09-18,18,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-03,3,9,2010
Gymnorhina tibicen,Treasury Gardens,,-37.81,144.97,2010-09-18,18,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81,144.97,2010-09-02,2,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-01,1,9,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-31,31,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-30,30,8,2010
Gymnorhina tibicen,Shrine of Rememberence,,-37.83,144.97,2010-08-29,29,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-26,26,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-23,23,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-24,24,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-16,16,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-18,18,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-17,17,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-19,19,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-12,12,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-08-13,13,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-08-11,11,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81,144.97,2010-08-09,9,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-10,10,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-08-06,6,8,2010
Gymnorhina tibicen,Royal Children's Hopital,,-37.79,144.95,2010-08-06,6,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-05,5,8,2010
Gymnorhina tibicen,Royal Children's Hopital,,-37.79,144.95,2010-08-04,4,8,2010
Gymnorhina tibicen,Royal Park South,,-37.79,144.95,2010-07-31,31,7,2010
Gymnorhina tibicen,Royal Children's Hopital,,-37.79,144.95,2010-08-01,1,8,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-02,2,8,2010
Gymnorhina tibicen,Royal Children's Hopital,,-37.79,144.95,2010-07-30,30,7,2010
Gymnorhina tibicen,Melbourne Zoo,,-37.78,144.95,2010-07-30,30,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-08-03,3,8,2010
Gymnorhina tibicen,Royal Park South,,-37.79,144.95,2010-07-30,30,7,2010
Gymnorhina tibicen,Royal Park South,,-37.79,144.95,2010-07-30,30,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-23,23,7,2010
Gymnorhina tibicen,"Carlton Gardens, Carlton",,-37.8,144.97,2010-07-26,26,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-22,22,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-19,19,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-21,21,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-07-16,16,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-07-15,15,7,2010
Gymnorhina tibicen,westgate park,,-37.83,144.91,2010-06-02,2,6,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-13,13,7,2010
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81,144.95,2010-07-12,12,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-07-14,14,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-07-09,9,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-07-08,8,7,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-07-06,6,7,2010
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81,144.95,2010-06-10,10,6,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-06-09,9,6,2010
Gymnorhina tibicen,"Flagstaff Gardens, Melbourne",,-37.81,144.95,2010-06-01,1,6,2010
Gymnorhina tibicen,westgate park,,-37.83,144.91,2010-05-14,14,5,2010
Gymnorhina tibicen,royal park brears drive,,-37.78,144.94,2010-05-11,11,5,2010
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81,144.95,2010-06-08,8,6,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-06-02,2,6,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-06-01,1,6,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-24,24,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-26,26,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-25,25,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-21,21,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-20,20,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-18,18,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-14,14,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-12,12,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-13,13,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-10,10,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-07,7,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-05-05,5,5,2010
Gymnorhina tibicen,Melb. Botanical Gardens,,-37.83,144.98,2010-05-03,3,5,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-04-22,22,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-04-20,20,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-04-21,21,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81,144.97,2010-04-19,19,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-04-15,15,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-04-13,13,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81,144.97,2010-04-14,14,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81,144.97,2010-04-08,8,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-04-07,7,4,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-03-31,31,3,2010
Gymnorhina tibicen,westgate park,,-37.83167,144.9111,2010-02-17,17,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-03-29,29,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-03-30,30,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-03-17,17,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-03-19,19,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-03-22,22,3,2010
Gymnorhina tibicen,University of Melbourne,,-37.7925,144.96,2010-03-18,18,3,2010
Gymnorhina tibicen,University of Melbourne,1,-37.7925,144.96,2010-03-18,18,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-03-15,15,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-03-12,12,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-03-05,5,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-03-10,10,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-03-04,4,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-03-02,2,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-03-03,3,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-02-24,24,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-03-01,1,3,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-02-25,25,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-02-26,26,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-19,19,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-02-17,17,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-02-22,22,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-02-23,23,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-18,18,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-16,16,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-09,9,2,2010
Gymnorhina tibicen,Melbourne Zoo,,-37.78417,144.9517,2010-02-08,8,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-02-08,8,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81167,144.9778,2010-02-04,4,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-02-05,5,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-03,3,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-02-02,2,2,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-02-01,1,2,2010
Gymnorhina tibicen,Wetlands Storage,1,-37.7825,144.9408,2009-12-06,6,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-01-23,23,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-01-21,21,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-01-20,20,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2010-01-19,19,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2010-01-15,15,1,2010
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2010-01-18,18,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-01-13,13,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-01-05,5,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2010-01-07,7,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2010-01-04,4,1,2010
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81167,144.9778,2009-12-18,18,12,2009
Gymnorhina tibicen,westgate park,,-37.83167,144.9111,2009-09-30,30,9,2009
Gymnorhina tibicen,Melbourne Zoo,,-37.78417,144.9517,2009-12-28,28,12,2009
Gymnorhina tibicen,westgate park,,-37.83167,144.9111,2009-05-27,27,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-12-15,15,12,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-12-11,11,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,5,-37.81167,144.9778,2009-12-11,11,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-12-08,8,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,5,-37.81167,144.9778,2009-12-10,10,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-12-09,9,12,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-12-07,7,12,2009
Gymnorhina tibicen,Wetlands Treatment,1,-37.78222,144.9433,2009-09-27,27,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-25,25,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-20,20,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-17,17,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81167,144.9778,2009-11-13,13,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,5,-37.81167,144.9778,2009-11-10,10,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-12,12,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81167,144.9778,2009-11-09,9,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-11,11,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-06,6,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-11-04,4,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-10-29,29,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-11-05,5,11,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-10-27,27,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-10-28,28,10,2009
Gymnorhina tibicen,Trin Warren Tam-boore,2,-37.78306,144.9408,2009-10-21,21,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-10-21,21,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-10-23,23,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,4,-37.81167,144.9778,2009-10-16,16,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-10-19,19,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-10-15,15,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-10-14,14,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-10-07,7,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-10-02,2,10,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,3,-37.81167,144.9778,2009-09-28,28,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-09-23,23,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-09-22,22,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-09-24,24,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-17,17,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-21,21,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-18,18,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-15,15,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-16,16,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-11,11,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-10,10,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-09,9,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-09-07,7,9,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-28,28,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-27,27,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-14,14,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-25,25,8,2009
Gymnorhina tibicen,Wetlands Treatment,1,-37.78222,144.9433,2009-08-02,2,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-13,13,8,2009
Gymnorhina tibicen,Flagstaff Gardens,,-37.81083,144.9542,2009-08-11,11,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-10,10,8,2009
Gymnorhina tibicen,"University Square, Carlton",,-37.80111,144.96,2009-08-12,12,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-07,7,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-08-06,6,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-07-31,31,7,2009
Gymnorhina tibicen,"Lincoln Square, Carlton",,-37.80222,144.9625,2009-08-03,3,8,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-30,30,7,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-29,29,7,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-27,27,7,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,1,-37.81167,144.9778,2009-07-20,20,7,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,2,-37.81167,144.9778,2009-07-20,20,7,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-10,10,7,2009
Gymnorhina tibicen,Skink Habitat,3,-37.78194,144.9458,2009-06-21,21,6,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-09,9,7,2009
Gymnorhina tibicen,Wetlands Treatment,3,-37.78222,144.9433,2009-06-21,21,6,2009
Gymnorhina tibicen,Bushland Escarpment,1,-37.78444,144.9447,2009-06-21,21,6,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-07-02,2,7,2009
Gymnorhina tibicen,Melbourne Zoo,,-37.78417,144.9517,2009-06-21,21,6,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-06-11,11,6,2009
Gymnorhina tibicen,"University Square, Carlton",,-37.80111,144.96,2009-06-15,15,6,2009
Gymnorhina tibicen,"Flagstaff Gardens, Melbourne",,-37.81056,144.9522,2009-06-03,3,6,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-06-04,4,6,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-25,25,5,2009
Gymnorhina tibicen,Royal Park - Entire,13,-37.78778,144.9517,2009-05-31,31,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-22,22,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-27,27,5,2009
Gymnorhina tibicen,"Carlton Gardens, Carlton",,-37.80528,144.9717,2009-05-21,21,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-19,19,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-20,20,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-18,18,5,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-05-15,15,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-15,15,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-06,6,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-05,5,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-05-04,4,5,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-30,30,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-29,29,4,2009
